1,data1.dta,0.568018648,-0.218387116,0.178533916,0.404382123,0.114137263,0.883344153,0.062158696,0.051580837,0.062925788,1,1,1
1,data2.dta,0.545632313,-0.304396679,0.287678216,0.344501055,0.244550852,0.878433906,0.057259913,0.055974707,0.053600968,1,1,1
1,data3.dta,0.469436502,-0.143583364,0.196647324,0.387265298,0.263173173,0.94650639,0.061059296,0.060545995,0.060610435,1,1,1
1,data5.dta,0.481243366,-0.088633915,0.232202966,0.489500141,0.106340048,0.915030057,0.0718638,0.056780072,0.067686183,1,1,1
1,data6.dta,0.512614978,-0.054970233,0.314718389,0.469508359,0.136532909,0.910978939,0.066093412,0.049285144,0.060531694,0,1,1
1,data8.dta,0.449381606,-0.165583551,0.235852936,0.363779004,0.277073315,0.864454089,0.058555993,0.062950716,0.055426668,1,1,1
1,data10.dta,0.387587225,-0.214185378,0.245147404,0.43469907,0.251106813,0.857972294,0.062032618,0.051213354,0.066047348,1,1,1
1,data11.dta,0.493059969,-0.177927225,0.165642788,0.380585881,0.181445047,0.897300417,0.063368943,0.063337792,0.055488624,1,1,1
1,data12.dta,0.402041278,-0.159095472,0.194840823,0.44788828,0.167247839,0.898705876,0.067037176,0.060817344,0.061009531,1,1,1
1,data13.dta,0.536471876,-0.250666421,0.247991674,0.402661739,0.159823179,0.845144122,0.05998195,0.047444477,0.062489129,1,1,1
1,data14.dta,0.433115584,-0.226176327,0.316857874,0.304561701,0.205094576,0.857957617,0.053037324,0.052924582,0.05179053,1,1,1
1,data15.dta,0.415442977,-0.093743359,0.218689645,0.362595494,0.208678269,0.906794563,0.05709996,0.056512664,0.058423422,1,1,1
1,data16.dta,0.602674815,-0.175684973,0.262376697,0.375978165,0.312681829,0.86367982,0.06198677,0.05943781,0.057271229,1,1,1
1,data18.dta,0.445814616,-0.308692419,0.167183641,0.423330913,0.113297437,0.947613187,0.061788276,0.05031117,0.061013048,0,1,1
