"cons","bmiz","seifa","varIntercept","varSlope","varResid","secons","sebmiz","seseifa","pbmiz","pSeifa","pCons","Method"
0.455404058,-0.207322082,0.113038315,0.355803938,0.230853912,0.930796878,0.060598483,0.059283775,0.06387119,1,0,1,10
0.498753396,-0.197936031,0.314844414,0.469680674,0.191345623,0.900719356,0.065762874,0.056920709,0.05923994,1,1,1,10
0.528804737,-0.178395108,0.315932,0.411928385,0.205229596,0.88431077,0.062479385,0.060339569,0.053363621,1,1,1,10
0.395627048,-0.147933284,0.192708677,0.442905435,0.156945599,0.90234035,0.065166116,0.054891469,0.060547912,1,1,1,10
0.535256805,-0.300281412,0.283737703,0.346129919,0.23419791,0.87898376,0.057975876,0.051257191,0.054650425,1,1,1,10
0.459509879,-0.189841998,0.238908199,0.477526837,0.23785666,0.900812576,0.072373331,0.055454545,0.067788165,1,1,1,10
0.493340731,-0.231810113,0.273503671,0.430615121,0.287637567,0.866491187,0.065980637,0.056812205,0.062502238,1,1,1,10
0.409920351,-0.240376309,0.102425937,0.42294884,0.119942099,0.914609405,0.065137157,0.050523692,0.061187704,1,0,1,10
0.417764671,-0.206099435,0.268811429,0.278845746,0.287308635,0.889668264,0.05778238,0.062476031,0.050590969,1,1,1,10
0.47635925,-0.186598461,0.21941866,0.375109456,0.253251164,0.916116872,0.061831907,0.058399653,0.054264437,1,1,1,10
0.486401235,-0.172383715,0.22456438,0.429066657,0.24700889,0.928243448,0.065619176,0.059652962,0.066341799,1,1,1,10
0.536334176,-0.216546709,0.184232021,0.352707725,0.170572571,0.891394108,0.05806587,0.055904749,0.050033793,1,1,1,10
0.530545956,-0.182942876,0.255886067,0.397230143,0.320334798,0.868786416,0.06261112,0.056968836,0.058196868,1,1,1,10
0.542369988,-0.207582698,0.285893066,0.295586923,0.307194459,0.896191754,0.055649629,0.06102215,0.050852498,1,1,1,10
0.478974878,-0.198331013,0.172944494,0.342366951,0.275280721,0.877992059,0.060389612,0.060067241,0.056383542,1,1,1,10
0.495218285,-0.216330459,0.226967492,0.276365438,0.188954483,0.862329209,0.050818717,0.054147224,0.049693872,1,1,1,10
0.478833658,-0.199415927,0.195375445,0.478676984,0.265532379,0.860973646,0.066843375,0.055047475,0.068341329,1,1,1,10
0.398571783,-0.189664562,0.175599875,0.380471847,0.183574044,0.923908939,0.061604675,0.052536543,0.056025675,1,1,1,10
0.498600402,-0.272120803,0.287794413,0.300802985,0.235508193,0.895096821,0.05572129,0.050683582,0.054256147,1,1,1,10
0.551359755,-0.152841763,0.265886571,0.388208948,0.210806031,0.887750199,0.060792542,0.051145293,0.054413014,1,1,1,10
0.573053678,-0.305854595,0.324515607,0.373176505,0.191400428,0.897787515,0.057930264,0.050360993,0.058893663,0,1,1,10
0.477166911,-0.10633813,0.216416216,0.376063039,0.183082551,0.910464088,0.061025864,0.05314228,0.056036583,1,1,1,10
0.407005926,-0.146054438,0.272393013,0.343050907,0.158714745,0.837889585,0.053779888,0.043795861,0.055133172,1,1,1,10
0.471692676,-0.20162846,0.40607228,0.424725559,0.22651246,0.897671087,0.063975332,0.060701843,0.057956246,1,0,1,10
0.548543861,-0.24511817,0.22082051,0.429755276,0.225481593,0.877725364,0.064298136,0.064000198,0.065849601,1,1,1,10
0.453959088,-0.149010713,0.168458042,0.389007751,0.192573771,0.83982104,0.058672847,0.054240886,0.053663894,1,1,1,10
0.550669553,-0.229843962,0.257781418,0.330662522,0.248064188,0.848159427,0.055815077,0.056655972,0.052290152,1,1,1,10
0.512165224,-0.118723063,0.33296517,0.30579779,0.240398672,0.858392391,0.056511773,0.05323779,0.058546542,1,1,1,10
0.398085035,-0.144783386,0.309161275,0.487017324,0.215206249,0.864442878,0.06713131,0.054433031,0.074979233,1,1,1,10
0.46793311,-0.228879482,0.262559814,0.35567367,0.190557762,0.897080682,0.059449394,0.055415548,0.053972233,1,1,1,10
0.442120626,-0.178910688,0.321712988,0.367494589,0.181664464,0.901113598,0.060348031,0.057059808,0.059563671,1,1,1,10
0.599638741,-0.228097182,0.188768505,0.439856248,0.201180561,0.881704178,0.066339447,0.055069908,0.060808734,1,1,1,10
0.441926914,-0.193446385,0.295539762,0.330165174,0.234925571,0.892435126,0.058151934,0.057980452,0.049581335,1,1,1,10
0.418011169,-0.142285755,0.303876788,0.357510814,0.339375239,0.945370562,0.061106416,0.064406582,0.058852177,1,1,1,10
0.503345218,-0.22791165,0.309416566,0.395090673,0.33294622,0.910165496,0.064416634,0.070428421,0.059447844,1,1,1,10
0.627359459,-0.243919556,0.220815968,0.416433701,0.239320224,0.848786806,0.061493465,0.052853843,0.062813093,1,1,0,10
0.500134402,-0.163865045,0.179221234,0.387402043,0.226060235,0.906961042,0.061256303,0.055789507,0.057223788,1,1,1,10
0.424520365,-0.079723615,0.198751092,0.345334327,0.17022273,0.951898706,0.060635548,0.056337823,0.054418714,0,1,1,10
0.552914775,-0.164594893,0.222046291,0.413570044,0.191062019,0.921087825,0.063238477,0.059989798,0.060659699,1,1,1,10
0.531337318,-0.185036066,0.210808073,0.322119398,0.25518101,0.958792244,0.063295914,0.063490855,0.057237982,1,1,1,10
0.496654946,-0.200579206,0.233883938,0.43241086,0.232164053,0.881327328,0.06218545,0.051014182,0.062571571,1,1,1,10
0.441378779,-0.175553173,0.238804274,0.408100498,0.211515297,0.853363203,0.062453261,0.054568744,0.056864285,1,1,1,10
0.4283188,-0.134369055,0.141837217,0.332608076,0.204394172,0.909176459,0.055847313,0.053419621,0.049511883,1,0,1,10
0.615214129,-0.210187308,0.263785483,0.397125719,0.246665747,0.879452134,0.061820325,0.057107303,0.054342346,1,1,1,10
0.394501501,-0.145443538,0.274294055,0.314885368,0.264494018,0.870062544,0.056423249,0.056695915,0.052159506,1,1,1,10
0.540287706,-0.252445155,0.199125966,0.352539946,0.144288873,0.87790165,0.056151711,0.054022918,0.053393655,1,1,1,10
0.58725754,-0.205336549,0.321416247,0.256455947,0.184320342,0.898497336,0.052401351,0.051956036,0.049011828,1,1,1,10
0.441221056,-0.223143332,0.230752312,0.397247625,0.216218506,0.861224244,0.061882423,0.058845795,0.063938634,1,1,1,10
0.50080961,-0.12803981,0.155625477,0.265874901,0.251506972,0.938268786,0.055072863,0.056666213,0.050182101,1,1,1,10
0.472040099,-0.216494067,0.242532952,0.285006667,0.229598054,0.911078457,0.052701998,0.053979085,0.046783442,1,1,1,10
0.596009264,-0.209341416,0.245395943,0.356817031,0.190727888,0.901691957,0.058653791,0.05562375,0.055371129,1,1,1,10
0.551180133,-0.13034158,0.195089517,0.509615573,0.160110811,0.936794411,0.070703048,0.054882615,0.061615944,1,1,1,10
0.531007226,-0.177133993,0.29393485,0.43284493,0.239516554,0.92573356,0.067738602,0.06269744,0.067901073,1,1,1,10
0.469191025,-0.233526445,0.21712423,0.530010557,0.13697694,0.894302492,0.071493934,0.052787618,0.066402031,1,1,1,10
0.526027721,-0.27928436,0.222469922,0.380978845,0.196210633,0.8499072,0.057930129,0.051435198,0.060184487,1,1,1,10
0.438476487,-0.209838037,0.281581193,0.412199651,0.212989538,0.847266679,0.060425705,0.051619435,0.056362284,1,1,1,10
0.387648412,-0.146116445,0.23178473,0.371678008,0.229540649,0.927102958,0.059795489,0.055379978,0.060442936,1,1,1,10
0.50684019,-0.266755187,0.233353828,0.339164382,0.259854931,0.889106663,0.057128311,0.056373661,0.058984035,1,1,1,10
0.41573721,-0.149000065,0.301350929,0.407078383,0.22553294,0.949796413,0.069498471,0.06487616,0.059982277,1,1,1,10
0.520420124,-0.236706701,0.242805344,0.396207317,0.226104418,0.83055144,0.06044534,0.055196831,0.062561925,1,1,1,10
0.547101372,-0.195275926,0.279663159,0.313177559,0.315910146,0.908029466,0.057949655,0.064706694,0.054784254,1,1,1,10
0.525007548,-0.276957293,0.192543571,0.425961852,0.222963173,0.877271772,0.06372129,0.052726035,0.054222902,1,1,1,10
0.451968782,-0.113981994,0.238084051,0.391813837,0.190375716,0.931660238,0.062593335,0.054499124,0.05728407,1,1,1,10
0.381702113,-0.099869788,0.180722778,0.406847523,0.238480776,0.922133859,0.067514423,0.061529342,0.059039935,1,1,1,10
0.453185882,-0.172401059,0.214703808,0.420648476,0.295732411,0.861797544,0.06749786,0.068009631,0.060210292,1,1,1,10
0.499902879,-0.287130233,0.247428633,0.402716522,0.240658459,0.874922454,0.062676955,0.057410336,0.059990081,1,1,1,10
0.443117494,-0.095131385,0.173672964,0.360850921,0.256087312,0.874073191,0.059300554,0.054875186,0.058231011,1,1,1,10
0.500536531,-0.177274088,0.209294541,0.408592367,0.237118563,0.907184407,0.063176138,0.051920705,0.054064702,1,1,1,10
0.364475851,-0.213064763,0.146519798,0.423556531,0.210621839,0.936274052,0.064813908,0.056633686,0.058624479,1,1,0,10
0.504937387,-0.223683214,0.243704482,0.369715188,0.270871568,0.86643896,0.057252099,0.058433658,0.055519284,1,1,1,10
0.487353926,-0.141739926,0.293892084,0.395152241,0.263640104,0.857763888,0.061960104,0.060192193,0.053464192,1,1,1,10
0.539405062,-0.092668644,0.265146993,0.416944086,0.220046409,0.888146256,0.067961391,0.060696572,0.063195508,1,1,1,10
0.489839971,-0.21360806,0.277289968,0.404718748,0.185175211,0.897737176,0.061679054,0.047839044,0.061260725,1,1,1,10
0.4537308,-0.268649979,0.429797029,0.356358448,0.243461387,0.882111917,0.060229056,0.057558683,0.063668963,1,0,1,10
0.467951237,-0.160658145,0.190410424,0.388664351,0.266683806,0.941069587,0.05983763,0.05712753,0.060544727,1,1,1,10
0.425673387,-0.119012767,0.293574105,0.431264143,0.230468289,0.895172865,0.065158063,0.061839402,0.056247476,1,1,1,10
0.593641042,-0.202934469,0.32934692,0.384315737,0.262324465,0.847659557,0.058737913,0.06043412,0.05430444,1,1,1,10
0.484408228,-0.20434466,0.297948828,0.328673954,0.213967196,0.838477296,0.054398558,0.052233181,0.053539456,1,1,1,10
0.505913899,-0.201528758,0.29757842,0.353238014,0.25138784,0.88499315,0.058409247,0.06126091,0.058367801,1,1,1,10
0.444096895,-0.208285378,0.264939391,0.341700694,0.197633664,0.899662377,0.05721338,0.05452026,0.050183004,1,1,1,10
0.415865769,-0.094678259,0.210185568,0.419802555,0.262714293,0.922550302,0.065264238,0.058628655,0.059229216,1,1,1,10
0.471131417,-0.175542009,0.284674751,0.318306415,0.259931601,0.892995208,0.053514271,0.056085184,0.054363451,1,1,1,10
0.405201641,-0.074187626,0.244023581,0.476571189,0.276381608,0.863828794,0.070538692,0.060198879,0.078812097,0,1,1,10
0.581086055,-0.233808707,0.252030409,0.358793129,0.227818699,0.924458461,0.06148501,0.057638095,0.055174312,1,1,1,10
0.461332472,-0.240467355,0.324636351,0.384925526,0.218593937,0.894098713,0.058974696,0.052108911,0.053376643,1,1,1,10
0.515978637,-0.194056869,0.25525766,0.359869491,0.19887635,0.877210786,0.057176464,0.04907408,0.054215325,1,1,1,10
0.57669129,-0.217622255,0.242494659,0.381184965,0.244785511,0.874316194,0.060935855,0.054504098,0.058468794,1,1,1,10
0.400645172,-0.130935188,0.376384642,0.419826539,0.250100687,0.844705734,0.065541299,0.058563129,0.056882727,1,0,1,10
0.449956661,-0.180485208,0.18813659,0.470474233,0.268363828,0.853261348,0.064670882,0.055028136,0.061003039,1,1,1,10
0.412718469,-0.233855012,0.293370439,0.470110069,0.277778827,0.901060537,0.068727852,0.060349741,0.075969232,1,1,1,10
0.522826753,-0.172915856,0.284757488,0.413617464,0.238800515,0.901012079,0.065215889,0.061318263,0.054324193,1,1,1,10
0.476525501,-0.231209914,0.247418003,0.335454418,0.334384674,0.895083726,0.057400262,0.062105277,0.055920553,1,1,1,10
0.495116127,-0.317625144,0.214638232,0.349404418,0.180532696,0.884883875,0.057212243,0.053735597,0.050463575,0,1,1,10
0.384208027,-0.191020712,0.272832257,0.405551934,0.224072381,0.852333186,0.060039143,0.052325802,0.054609286,1,1,1,10
0.433365567,-0.18168422,0.161802894,0.270862182,0.307777568,0.885401235,0.055252946,0.06138679,0.052474417,1,1,1,10
0.595737407,-0.220508048,0.219738076,0.308741471,0.211773723,0.923339252,0.058178986,0.055008464,0.058649139,1,1,1,10
0.444160557,-0.144964507,0.270957973,0.482709336,0.249086914,0.896428428,0.067337962,0.062417879,0.065311261,1,1,1,10
0.571356617,-0.230940166,0.298899922,0.38013289,0.234827242,0.906762709,0.05938244,0.054090519,0.062976424,1,1,1,10
0.436593162,-0.20843723,0.348699497,0.312010197,0.325949223,0.886742247,0.056368347,0.059956804,0.054859391,1,1,1,10
0.449192065,-0.118459299,0.28681298,0.400437121,0.198969739,0.892804799,0.06294077,0.054337899,0.057229092,1,1,1,10
0.500412677,-0.130131828,0.28462492,0.379328634,0.239272561,0.910075511,0.062227947,0.06299842,0.063483217,1,1,1,10
0.465424889,-0.07529407,0.205108522,0.479349067,0.210228136,0.899637705,0.069846855,0.050800603,0.064670595,0,1,1,10
0.508948954,-0.238328661,0.290383543,0.461951727,0.126543399,0.889916432,0.064306253,0.048432764,0.064548729,1,1,1,10
0.385500841,-0.223252773,0.215325666,0.437148188,0.194439348,0.944782387,0.063639113,0.052371184,0.071490599,1,1,1,10
0.462209473,-0.24557512,0.318889279,0.421617874,0.226366759,0.919894987,0.066385877,0.065471484,0.061251096,1,1,1,10
0.528220562,-0.175474902,0.240182899,0.420254926,0.192852594,0.83599094,0.063928567,0.05517366,0.059740417,1,1,1,10
0.45830594,-0.164948405,0.30560375,0.321761313,0.261217893,0.879771409,0.056059193,0.052942902,0.053506393,1,1,1,10
0.478966411,-0.184771055,0.190026358,0.416899216,0.272979902,0.902100155,0.062212441,0.057218928,0.061095587,1,1,1,10
0.498545956,-0.292714221,0.287936821,0.376934175,0.180931452,0.870613801,0.057945083,0.04616831,0.060700634,0,1,1,10
0.549433691,-0.398801024,0.288118466,0.421979613,0.129771412,0.894544125,0.062037604,0.050278445,0.059557197,0,1,1,10
0.480168418,-0.180101543,0.197436941,0.388704509,0.206386414,0.971132981,0.065844544,0.062185473,0.061308473,1,1,1,10
0.451404373,-0.117146061,0.246373255,0.441708329,0.230593398,0.813976692,0.06139649,0.051908442,0.062248018,1,1,1,10
0.478039191,-0.20714969,0.23912267,0.344497054,0.219842943,0.868653127,0.058637556,0.053545799,0.047519681,1,1,1,10
0.423031934,-0.176658055,0.147077438,0.324007742,0.155780037,0.912602353,0.057725616,0.053349151,0.057524276,1,1,1,10
0.497001169,-0.153805987,0.329058161,0.361458751,0.15927174,0.911988944,0.059558816,0.047917677,0.049337268,1,1,1,10
0.447049195,-0.225123888,0.239428851,0.402758099,0.195327218,0.9661491,0.064846854,0.059623094,0.060119901,1,1,1,10
0.487440737,-0.240683747,0.290409131,0.392310007,0.229220893,0.903760342,0.062797756,0.055656116,0.055583722,1,1,1,10
0.47934876,-0.248976242,0.29531056,0.393068377,0.203816092,0.922211166,0.059732775,0.05279233,0.057634717,1,1,1,10
0.490137731,-0.194363737,0.267702157,0.518094525,0.192971888,0.882877673,0.07061605,0.053287361,0.061838952,1,1,1,10
0.505573345,-0.193410769,0.203122792,0.501252337,0.249691824,0.894165827,0.069325254,0.060023384,0.058797958,1,1,1,10
0.528109341,-0.18111748,0.189956832,0.390725042,0.258412394,0.864360147,0.060965324,0.063362141,0.056467276,1,1,1,10
0.523523609,-0.229415479,0.282865047,0.306907267,0.270537935,0.884247233,0.055382004,0.060299612,0.053608997,1,1,1,10
0.430843985,-0.101695951,0.182020884,0.37251844,0.291849455,0.918846671,0.064103654,0.061628576,0.061615836,1,1,1,10
0.393888472,-0.141423401,0.179638761,0.428238765,0.116289346,0.932941108,0.064686477,0.053119277,0.068519753,1,1,1,10
0.499060231,-0.227490866,0.339172738,0.419592771,0.258198283,0.931568894,0.067041968,0.059501028,0.056773377,1,1,1,10
0.595241964,-0.238210752,0.182529079,0.443501361,0.213194874,0.814618233,0.061605005,0.049452296,0.062403157,1,1,1,10
0.541053762,-0.248089723,0.239627955,0.406253961,0.310088357,0.906710007,0.066860634,0.061875447,0.060300388,1,1,1,10
0.547734517,-0.090458064,0.291994177,0.349167157,0.235629809,0.879517296,0.058064097,0.056452312,0.052167953,1,1,1,10
0.496993674,-0.152404902,0.2525546,0.358681989,0.254509042,0.929544113,0.064167993,0.070962311,0.051579714,1,1,1,10
0.503115182,-0.291920639,0.262462493,0.416619472,0.186451163,0.854881638,0.059561978,0.048876448,0.065801242,1,1,1,10
0.466727306,-0.173904174,0.10151659,0.48418577,0.152067985,0.867399003,0.067348512,0.051959873,0.057072835,1,0,1,10
0.557295976,-0.146060824,0.261876864,0.350448102,0.223395588,0.882684612,0.059480796,0.054735806,0.051906763,1,1,1,10
0.437040962,-0.070416569,0.419035343,0.535324827,0.177807313,0.902994455,0.070783019,0.050987152,0.06472388,0,0,1,10
0.547090046,-0.210711346,0.340013852,0.443117368,0.178053681,0.926212012,0.067296538,0.056818433,0.065964816,1,1,1,10
0.413231751,-0.162880896,0.205121833,0.365361371,0.22626135,0.949645774,0.065501162,0.063792695,0.059042538,1,1,1,10
0.502981359,-0.170823401,0.247784316,0.371999289,0.112295747,0.917867669,0.059450529,0.055505574,0.056810894,1,1,1,10
0.463930738,-0.136951818,0.351706444,0.471371785,0.203683973,0.865417634,0.070267788,0.06149263,0.064813674,1,1,1,10
0.493791701,-0.207366587,0.209661406,0.373749132,0.176340867,0.94345096,0.060057211,0.060154755,0.054446184,1,1,1,10
0.397228266,-0.200856199,0.227370973,0.428896076,0.299836495,0.928009298,0.067037815,0.065920949,0.058966624,1,1,1,10
0.507379648,-0.234669865,0.307093725,0.40747519,0.171335509,0.851263752,0.06055775,0.053231611,0.056495804,1,1,1,10
0.409952981,-0.211017595,0.244288688,0.339757459,0.22980576,0.843212599,0.056166605,0.055526265,0.051992285,1,1,1,10
0.541897139,-0.277695238,0.35294372,0.429939424,0.257086826,0.876870663,0.063415372,0.054934927,0.048523346,1,0,1,10
0.498066325,-0.206320958,0.192877717,0.355789203,0.166938101,0.927106228,0.06019822,0.052961318,0.053582225,1,1,1,10
0.444188019,-0.138475976,0.330387319,0.332186938,0.214695696,0.958805712,0.061857091,0.059687473,0.063274021,1,1,1,10
0.575830637,-0.202555915,0.226992765,0.395031277,0.267606676,0.877694264,0.058080412,0.055741508,0.050986296,1,1,1,10
0.51054277,-0.241356996,0.337711703,0.409310147,0.223423234,0.862125449,0.063587407,0.055059014,0.058998001,1,1,1,10
0.40682754,-0.153989429,0.238019988,0.343470496,0.218978589,0.83671215,0.057511928,0.057423203,0.046483793,1,1,1,10
0.659416947,-0.246107749,0.191877328,0.426828261,0.165464936,0.859293745,0.062391849,0.050705731,0.056373661,1,1,0,10
0.418876621,-0.209400465,0.310159236,0.297174517,0.232838946,0.85339129,0.054318224,0.05725189,0.051909325,1,1,1,10
0.443083393,-0.304947294,0.239289836,0.379696694,0.254264641,0.883305534,0.062618895,0.061550755,0.055722599,1,1,1,10
0.501310758,-0.234629028,0.259139088,0.386372788,0.205544661,0.895650057,0.06131284,0.054683349,0.05283162,1,1,1,10
0.585976539,-0.255573727,0.27931637,0.359471601,0.191138359,0.899082465,0.05822928,0.054559613,0.055827849,1,1,1,10
0.501300761,-0.305272467,0.190661591,0.485210725,0.235178118,0.857157972,0.06897965,0.052900834,0.069296336,0,1,1,10
0.47552564,-0.227086106,0.313962616,0.437764493,0.189234034,0.909324121,0.063426621,0.052187039,0.069986274,1,1,1,10
0.534392929,-0.300755445,0.227898825,0.35503241,0.152836565,0.902986096,0.059349062,0.05893321,0.053986633,1,1,1,10
0.371885216,-0.112531455,0.14562856,0.311479622,0.261894638,0.912478274,0.059123097,0.058704787,0.054587937,1,1,0,10
0.390926907,-0.085426904,0.170922996,0.441596636,0.262023372,0.870049926,0.066622927,0.063410216,0.066306622,1,1,1,10
0.371035099,-0.081758897,0.229346851,0.424459704,0.175608294,0.879213719,0.066398746,0.05901371,0.055356686,0,1,1,10
0.419983884,-0.12686858,0.207515526,0.432564009,0.248064938,0.901009342,0.063466512,0.053505889,0.05875345,1,1,1,10
0.470547304,-0.091215603,0.315514764,0.393084164,0.225508523,0.929838242,0.064023334,0.059705681,0.064766968,1,1,1,10
0.607576792,-0.324588333,0.183626628,0.44243816,0.312414797,0.924674805,0.066480809,0.068238963,0.080774338,1,1,1,10
0.565477701,-0.168569288,0.178261206,0.475848868,0.120394557,0.966340275,0.069478271,0.056258586,0.066620912,1,1,1,10
0.472096757,-0.144861851,0.249625293,0.439433024,0.282901444,0.882096587,0.068081284,0.066082853,0.063060519,1,1,1,10
0.621834939,-0.167486295,0.225159999,0.226226231,0.190666125,0.893845134,0.055460663,0.057627399,0.048295171,1,1,0,10
0.479183638,-0.260639905,0.199191086,0.398989393,0.289969039,0.884140315,0.062071003,0.057950775,0.058833316,1,1,1,10
0.393375478,-0.10412904,0.191147386,0.424055485,0.196904209,0.957868722,0.069554265,0.061900609,0.065815485,1,1,1,10
0.392003158,-0.229224833,0.138756324,0.384721796,0.26835641,0.927890389,0.059146837,0.064156012,0.054131058,1,0,1,10
0.470326421,-0.184723998,0.269754335,0.307131445,0.326104095,0.898022476,0.054872054,0.062104647,0.048265421,1,1,1,10
0.444977665,-0.158553977,0.337802494,0.387719018,0.279578394,0.900901646,0.064246421,0.059454045,0.070157632,1,1,1,10
0.409132127,-0.181274716,0.284104214,0.214458385,0.284569022,0.898950084,0.051768807,0.056862848,0.045074582,1,1,1,10
0.496097735,-0.172371106,0.250764899,0.46593396,0.156054554,0.870248305,0.06701891,0.056727556,0.063757752,1,1,1,10
0.528982451,-0.224632349,0.274351981,0.453332998,0.205501739,0.869137001,0.066506768,0.053805182,0.064751885,1,1,1,10
