"cons","bmiz","seifa","varIntercept","varSlope","varResid","secons","sebmiz","seseifa","pbmiz","pSeifa","pCons","Method"
0.454419325,-0.190950718,0.281542001,0.362647191,0.165780556,0.90753265,0.058884493,0.051265356,0.05257055,1,1,1,11
0.444061078,-0.123778301,0.241565695,0.4103335,0.318157796,0.870674842,0.062044709,0.057431504,0.05960602,1,1,1,11
0.512579319,-0.194850881,0.343107107,0.459274419,0.256430321,0.857207281,0.065642314,0.059399121,0.060152724,1,1,1,11
0.52130847,-0.21508867,0.238268456,0.395349875,0.290994551,0.907988645,0.062778557,0.057338271,0.055657805,1,1,1,11
0.490196553,-0.173868948,0.391422425,0.364271238,0.29732265,0.891788198,0.064652674,0.066278619,0.064740907,1,0,1,11
0.60465612,-0.198315736,0.293457917,0.452314473,0.181428966,0.857603413,0.063829721,0.052424177,0.058745318,1,1,1,11
0.457376178,-0.163083996,0.149642901,0.336149782,0.243303495,0.860283206,0.055894383,0.055860898,0.054925254,1,1,1,11
0.546509881,-0.203127484,0.254970673,0.370363284,0.30740937,0.953778298,0.062461107,0.061829567,0.059524332,1,1,1,11
0.497008836,-0.114732152,0.258461908,0.413733881,0.210695046,0.893594412,0.062209877,0.053951314,0.061997306,1,1,1,11
0.520306188,-0.164741901,0.169482034,0.337260928,0.331120482,0.908192642,0.05604127,0.059951542,0.058348341,1,1,1,11
0.386734642,-0.087354504,0.287559897,0.344295236,0.299462504,0.935948953,0.060989262,0.063792138,0.05552646,1,1,1,11
0.499221761,-0.197848003,0.224115372,0.347647504,0.293179249,0.839055896,0.054707369,0.05537612,0.055073418,1,1,1,11
0.463694138,-0.14285374,0.351075599,0.361184593,0.245642281,0.959972854,0.061060019,0.056291727,0.065405885,1,1,1,11
0.518574884,-0.1595261,0.080785412,0.461730448,0.201198799,0.858476665,0.066615808,0.056878621,0.056123115,1,0,1,11
0.463699854,-0.169806366,0.258553633,0.31829532,0.134953792,0.917038394,0.060516403,0.056558063,0.058078064,1,1,1,11
0.411249356,-0.213182858,0.28364217,0.434226445,0.174874916,0.876383332,0.062123357,0.054766003,0.061539013,1,1,1,11
0.531691825,-0.177103423,0.235034026,0.40161863,0.223029379,0.875816707,0.062049788,0.062883235,0.058283723,1,1,1,11
0.491497094,-0.206436877,0.207440602,0.426903684,0.192232013,0.883006914,0.068303227,0.062322941,0.059801017,1,1,1,11
0.482295221,-0.194966174,0.305948702,0.341333256,0.102228627,0.984513254,0.059636124,0.049108587,0.052485828,1,1,1,11
0.535950313,-0.110464285,0.26169253,0.310289859,0.208757377,0.94824897,0.055962009,0.057226934,0.048917496,1,1,1,11
0.391737096,-0.250894791,0.26617363,0.424449435,0.142260216,0.897585268,0.062501155,0.050231613,0.057904664,1,1,1,11
0.509477098,-0.239648713,0.220289885,0.26692119,0.316235625,0.934711505,0.05684685,0.067671644,0.055944713,1,1,1,11
0.460992336,-0.215706617,0.267831284,0.443913145,0.194889805,0.929975334,0.06595829,0.051631186,0.06328169,1,1,1,11
0.484750446,-0.23461792,0.205335534,0.19381227,0.293039444,0.848542975,0.048103586,0.055354506,0.042302232,1,1,1,11
0.40924324,-0.074837825,0.227370785,0.461986862,0.191652435,0.918418159,0.067304965,0.052156073,0.058200921,0,1,1,11
0.467889874,-0.184023771,0.429543053,0.420758842,0.300165394,0.923888905,0.067083713,0.063752834,0.070420745,1,0,1,11
0.369131207,-0.153204095,0.287021983,0.431195605,0.236192756,0.924174039,0.065692487,0.056890954,0.059118953,1,1,0,11
0.430819239,-0.112445378,0.307631457,0.361989652,0.274705953,0.887140738,0.058624694,0.058219446,0.050081758,1,1,1,11
0.532674358,-0.106480914,0.305106604,0.410626298,0.209023315,0.898013627,0.06412049,0.059162895,0.06588386,1,1,1,11
0.519386302,-0.206472438,0.230656557,0.409899053,0.270972724,0.849781594,0.062540653,0.05426084,0.062936366,1,1,1,11
0.502917007,-0.186443358,0.348943628,0.308768092,0.193445965,0.965339818,0.063384846,0.059050385,0.058751173,1,1,1,11
0.441458757,-0.204341696,0.182963878,0.33203735,0.242007696,0.900362331,0.056923531,0.053010409,0.051573514,1,1,1,11
0.539771924,-0.23559731,0.347883049,0.374709246,0.158101984,0.909088522,0.059834716,0.051435815,0.053526925,1,1,1,11
0.371941891,-0.145820861,0.247512538,0.373028069,0.268215556,0.903573872,0.061710409,0.054326351,0.065126428,1,1,0,11
0.543356225,-0.176920989,0.263171794,0.388860022,0.214977525,0.893672521,0.060307492,0.053293434,0.053491746,1,1,1,11
0.453307033,-0.210092153,0.337671868,0.386951825,0.215068144,0.872336052,0.060511074,0.056442185,0.05282505,1,1,1,11
0.542035622,-0.265113785,0.328352069,0.373100492,0.20726624,0.860506632,0.058813677,0.054243351,0.057681102,1,1,1,11
0.403434891,-0.163662965,0.183278276,0.322336259,0.290441913,0.845325846,0.052805817,0.05585898,0.048926355,1,1,1,11
0.443434822,-0.128711344,0.275187929,0.344610947,0.144021862,0.878304389,0.057631681,0.055486683,0.055663068,1,1,1,11
0.475690974,-0.187949086,0.251796127,0.405267819,0.153349493,0.929211132,0.061979991,0.050792552,0.056298597,1,1,1,11
0.601803017,-0.246901411,0.291270863,0.414622647,0.189542047,0.911385408,0.061803643,0.056805641,0.053846617,1,1,1,11
0.453150861,-0.236079837,0.233250412,0.425317503,0.272511061,0.904212547,0.063590589,0.057632986,0.050423456,1,1,1,11
0.450071378,-0.128086903,0.34470377,0.482606188,0.193658566,0.869789602,0.068057524,0.056636297,0.068215863,1,1,1,11
0.36597301,-0.185792934,0.234094673,0.350797524,0.255283086,0.808228874,0.05412438,0.052623051,0.054057996,1,1,0,11
0.508689982,-0.203069953,0.221172315,0.39590314,0.277204879,0.856146998,0.062133462,0.056993596,0.057006238,1,1,1,11
0.409955824,-0.200332632,0.274357181,0.301505527,0.253193693,0.915550188,0.057176535,0.056312905,0.057349529,1,1,1,11
0.460998014,-0.213171843,0.219726351,0.399125556,0.270000983,0.85367162,0.061605575,0.055704296,0.055578764,1,1,1,11
0.567419948,-0.223045781,0.254635131,0.395984332,0.164319271,0.893622602,0.061582167,0.053302288,0.063202917,1,1,1,11
0.477979283,-0.206552212,0.220476126,0.430474844,0.231388954,0.917479375,0.066227873,0.062236952,0.06155955,1,1,1,11
0.563910894,-0.26323778,0.264249996,0.354876148,0.203914027,0.867093419,0.055828636,0.046496734,0.04847474,1,1,1,11
0.480007926,-0.20974789,0.205062339,0.383199274,0.228362066,0.926234961,0.066148231,0.066971721,0.051349059,1,1,1,11
0.422310319,-0.068324504,0.302852512,0.406165493,0.247419959,0.927584824,0.066862228,0.05443264,0.060020452,0,1,1,11
0.490863868,-0.244491257,0.213094786,0.329940349,0.117346815,0.944676253,0.058558459,0.058780473,0.055294019,1,1,1,11
0.587394697,-0.288692795,0.203968453,0.338963814,0.24715288,0.855960456,0.055231766,0.056453675,0.053951046,1,1,1,11
0.540323067,-0.156818148,0.148951902,0.512791334,0.160862814,0.862922025,0.070531946,0.054008598,0.064310646,1,1,1,11
0.401094617,-0.250266194,0.257966223,0.399965969,0.06880412,0.895524632,0.06010436,0.045826098,0.049852047,1,1,1,11
0.50672058,-0.164101146,0.180632791,0.353805286,0.244993521,0.897689505,0.058378225,0.054406339,0.059373833,1,1,1,11
0.465606186,-0.230047841,0.259792193,0.354111944,0.187986262,0.897066974,0.059425917,0.054961898,0.054220293,1,1,1,11
0.541530215,-0.233548429,0.263955486,0.335137223,0.222381505,0.899801739,0.058509944,0.056535446,0.060000629,1,1,1,11
0.431483795,-0.174081357,0.197759014,0.319057179,0.190449391,0.886886186,0.056667269,0.056302484,0.049985493,1,1,1,11
0.480148497,-0.158223159,0.1238986,0.440437636,0.104544182,0.854391568,0.061721848,0.04427626,0.060613295,1,0,1,11
0.604421724,-0.182353924,0.334384967,0.32301591,0.251268914,0.852368073,0.056347588,0.054155731,0.052973026,1,1,1,11
0.367358336,-0.192596003,0.236666549,0.452985125,0.247833432,0.870013612,0.066395864,0.056832102,0.058377872,1,1,0,11
0.5498428,-0.183628705,0.30093185,0.335083924,0.17659453,0.92374512,0.058383934,0.054335639,0.053118329,1,1,1,11
0.419160288,-0.098109365,0.327144359,0.331800135,0.160169001,0.870634333,0.055408986,0.048758045,0.049465852,0,1,1,11
0.505250144,-0.284892455,0.1407679,0.454576195,0.255003961,0.828720261,0.065532254,0.057242094,0.058422131,1,1,1,11
0.509514246,-0.165969507,0.204794612,0.351608189,0.14499043,0.894927882,0.056189588,0.052855805,0.050619236,1,1,1,11
0.500593331,-0.177796355,0.188613314,0.308051269,0.138107125,0.923085818,0.057108128,0.057532602,0.046985854,1,1,1,11
0.479609138,-0.052918341,0.237138165,0.363170267,0.231666858,0.912017361,0.062085475,0.061137869,0.059450968,0,1,1,11
0.454317398,-0.198592517,0.225980603,0.409645577,0.213564297,0.888787752,0.065278588,0.056285562,0.055378793,1,1,1,11
0.541349576,-0.222688508,0.253478407,0.351180098,0.163637381,0.92697192,0.059153418,0.050520722,0.057674385,1,1,1,11
0.458190652,-0.078224283,0.265183433,0.39410318,0.223329838,0.89024072,0.063313473,0.058650971,0.057375371,0,1,1,11
0.517371102,-0.205127807,0.224409969,0.409054923,0.185714262,1.026689843,0.072289086,0.068451755,0.062394527,1,1,1,11
0.461426955,-0.214420482,0.184294411,0.280980741,0.195820878,0.869895885,0.052752942,0.051948235,0.055503114,1,1,1,11
0.548894791,-0.256639089,0.291835091,0.399982145,0.26177743,0.875991602,0.065627914,0.06501802,0.054734345,1,1,1,11
0.488644884,-0.204170463,0.227960292,0.425084754,0.131830305,0.863056331,0.061613216,0.049115081,0.058764326,1,1,1,11
0.541117143,-0.196512167,0.380202931,0.409197446,0.206416853,0.939719708,0.066582748,0.062650497,0.071402816,1,1,1,11
0.386713752,-0.211221079,0.210358656,0.441442248,0.31405138,0.891159152,0.065082487,0.060711726,0.055977587,1,1,1,11
0.494996451,-0.155927501,0.242096818,0.341458593,0.150806042,0.886312292,0.056992859,0.054923094,0.052718153,1,1,1,11
0.599400138,-0.206305482,0.210744927,0.399026671,0.248552937,0.873754765,0.061246961,0.057507164,0.057920864,1,1,1,11
0.501293883,-0.167331959,0.374601441,0.463837339,0.238484819,0.911619001,0.070946486,0.059207005,0.065863315,1,1,1,11
0.535699534,-0.256934086,0.234028998,0.278372805,0.329022971,0.844376221,0.054048905,0.05862433,0.048282565,1,1,1,11
0.433910254,-0.186246942,0.222701418,0.428057554,0.200934047,0.880727846,0.065044672,0.057612884,0.05648901,1,1,1,11
0.542210467,-0.279663026,0.189201295,0.371422981,0.243003128,0.90426919,0.058352838,0.062218497,0.05047093,1,1,1,11
0.531365012,-0.244586373,0.226981714,0.481534435,0.166200404,0.83762144,0.063929359,0.047904424,0.060601165,1,1,1,11
0.483842962,-0.255458621,0.268033844,0.392287601,0.185907976,0.935996514,0.064704712,0.055270314,0.05904708,1,1,1,11
0.585611366,-0.20905256,0.292653883,0.419903416,0.299891075,0.864601028,0.066977595,0.068390775,0.063044628,1,1,1,11
0.49374814,-0.247670079,0.225673508,0.367068519,0.203149697,0.908800684,0.060376482,0.053755673,0.058192328,1,1,1,11
0.483470987,-0.15599285,0.365568575,0.354889847,0.204977123,0.905372888,0.063302891,0.066313485,0.054515274,1,0,1,11
0.536050243,-0.215727683,0.191539095,0.373581336,0.14778204,0.932776337,0.059445497,0.050888322,0.056420873,1,1,1,11
0.536680689,-0.224607443,0.283337937,0.389939967,0.195943465,0.910599063,0.060588832,0.050027465,0.052154236,1,1,1,11
0.385566835,-0.140077835,0.350537167,0.40302853,0.132013126,0.854219047,0.060373018,0.050219409,0.062894039,1,1,1,11
0.449499075,-0.159992872,0.219093039,0.409441858,0.170485652,0.924051729,0.063061456,0.053039898,0.059804362,1,1,1,11
0.525592297,-0.226738736,0.174483216,0.345664744,0.19553818,0.880045099,0.058135415,0.057139258,0.057819629,1,1,1,11
0.497067622,-0.169861853,0.137421553,0.23864921,0.262566453,0.944336127,0.055403642,0.061500035,0.047625952,1,0,1,11
0.357481788,-0.113828001,0.316826449,0.262834946,0.300122875,0.907549282,0.056043066,0.056396028,0.048880939,1,1,0,11
0.419537079,-0.204454182,0.237518289,0.377690708,0.19609681,0.922712181,0.063184041,0.062892565,0.055897114,1,1,1,11
0.545354981,-0.205516884,0.251615268,0.441250967,0.206172565,0.920319919,0.068216215,0.057693209,0.060896943,1,1,1,11
0.488301465,-0.187444674,0.025860207,0.339635004,0.290013878,0.878775093,0.060091845,0.061862525,0.058520351,1,0,1,11
0.515615495,-0.120466696,0.363538288,0.476371276,0.279473216,0.893003643,0.070826812,0.061699623,0.065970919,1,1,1,11
0.376823872,-0.174693455,0.278086929,0.35135043,0.228676522,0.89526426,0.059871673,0.054579521,0.051481831,1,1,0,11
0.506969177,-0.166700733,0.357401892,0.341242063,0.226609041,0.881974297,0.056307654,0.052423732,0.05675503,1,1,1,11
0.62740213,-0.286966131,0.254928062,0.399992522,0.257555149,0.885232434,0.062135595,0.061258347,0.064499724,1,1,0,11
0.441982531,-0.193787447,0.173619327,0.457004307,0.211386514,0.904308765,0.066812947,0.056386032,0.064056267,1,1,1,11
0.564228611,-0.213931261,0.261572306,0.477663873,0.162296596,0.88845672,0.06785703,0.053723913,0.056829869,1,1,1,11
0.443881175,-0.103257777,0.180537445,0.385492069,0.183315558,0.888839891,0.057911997,0.046663029,0.04826596,0,1,1,11
0.59475677,-0.25312182,0.227716371,0.343300952,0.181778278,0.929833956,0.059934413,0.052532011,0.054474811,1,1,1,11
0.531758391,-0.187872187,0.249842247,0.406564302,0.189879719,0.901539669,0.064319889,0.056116804,0.05517084,1,1,1,11
0.661350632,-0.307290348,0.190982044,0.392183988,0.172712312,0.893745112,0.061601845,0.049035608,0.057904236,0,1,0,11
0.443306542,-0.140004881,0.296907594,0.317076494,0.241751999,0.946589023,0.056175562,0.055678184,0.052408604,1,1,1,11
0.506035127,-0.242254423,0.299061156,0.382159197,0.176365721,0.888350421,0.059630656,0.051380921,0.055415753,1,1,1,11
0.581505229,-0.168532665,0.321088164,0.316418306,0.21637174,0.87946549,0.058739647,0.052439756,0.047880032,1,1,1,11
0.532669681,-0.238841835,0.265182472,0.45676614,0.248049743,0.855000016,0.065501684,0.060059011,0.068745048,1,1,1,11
0.507587977,-0.248090647,0.2183318,0.499357951,0.226411038,0.84668283,0.067219088,0.054935178,0.06841294,1,1,1,11
0.524661308,-0.155865811,0.265009848,0.383096808,0.18604843,0.879726205,0.061741323,0.057966903,0.054833346,1,1,1,11
0.495461317,-0.17291931,0.280697062,0.346572587,0.20835494,0.89741862,0.056328063,0.051315837,0.047353769,1,1,1,11
0.344162601,-0.178026468,0.283464543,0.335114325,0.216005703,0.873657759,0.059678034,0.057289295,0.052783133,1,1,0,11
0.477144766,-0.12996721,0.314159846,0.399716424,0.260984782,0.94544274,0.067738931,0.064341092,0.063728974,1,1,1,11
0.576638158,-0.248484993,0.312272749,0.358597654,0.241827571,0.893521245,0.059914159,0.055107073,0.057994235,1,1,1,11
0.551630609,-0.10792881,0.269626979,0.416907764,0.212917034,0.889451557,0.06742904,0.058133838,0.063272868,1,1,1,11
0.480127443,-0.159623326,0.25170196,0.380256658,0.216856246,0.908709117,0.064716732,0.062627561,0.056522358,1,1,1,11
0.549223628,-0.131332599,0.177556173,0.415247708,0.197242948,0.917088696,0.066537269,0.058010365,0.059296151,1,1,1,11
0.422599825,-0.107715039,0.293184037,0.435075266,0.213958352,0.900525087,0.063505357,0.052353136,0.056623883,1,1,1,11
0.520791353,-0.183215305,0.266878169,0.495481934,0.21290899,0.901950282,0.070074923,0.05757584,0.064073986,1,1,1,11
0.54207586,-0.188104355,0.295864183,0.34175019,0.201288378,0.865019316,0.057154057,0.054535653,0.047717004,1,1,1,11
0.556879499,-0.257891325,0.28643258,0.379941274,0.178866101,0.929595524,0.062546936,0.059599822,0.066295116,1,1,1,11
0.504960763,-0.215751307,0.247983581,0.369163979,0.2666318,0.870488256,0.057125111,0.055967185,0.055258835,1,1,1,11
0.37077551,-0.104447203,0.300141845,0.411061618,0.304155563,0.858840447,0.064144579,0.062759426,0.057707606,1,1,0,11
0.539267758,-0.220741594,0.21387203,0.377933042,0.218137648,0.905642057,0.063260767,0.060320093,0.054191036,1,1,1,11
0.539698535,-0.230694673,0.217371858,0.432062772,0.263048174,0.880505666,0.064753137,0.059240906,0.059200748,1,1,1,11
0.541870471,-0.198333125,0.305284216,0.478336256,0.222089268,0.864851048,0.068169434,0.056890947,0.064153048,1,1,1,11
0.475961979,-0.121049327,0.15646817,0.451297237,0.251892922,0.904693172,0.065500732,0.059928234,0.062472808,1,1,1,11
0.521299085,-0.188574409,0.204186787,0.354013382,0.183061142,0.908751286,0.059143616,0.053436614,0.058271336,1,1,1,11
0.518061089,-0.185490364,0.327062823,0.462616333,0.216365314,0.903642247,0.065583986,0.058870384,0.065268848,1,1,1,11
0.483010718,-0.237792366,0.202825977,0.336645448,0.181567006,0.893795214,0.057918349,0.054644735,0.050173035,1,1,1,11
0.488125974,-0.127891945,0.208676879,0.365118564,0.248993603,0.90521188,0.060081324,0.060151507,0.056359106,1,1,1,11
0.514118717,-0.121061926,0.242866735,0.377079203,0.247072666,0.933897619,0.064040196,0.05943831,0.059439788,1,1,1,11
0.440236715,-0.092263666,0.171796614,0.364477491,0.239979811,0.876970597,0.06089913,0.055212723,0.058886183,1,1,1,11
0.498393628,-0.186122613,0.28706964,0.425360675,0.227861773,0.875370382,0.061849023,0.051013807,0.061277899,1,1,1,11
0.403259752,-0.124663947,0.251147313,0.41895211,0.165228587,0.875975288,0.062055471,0.047759339,0.054582704,1,1,1,11
0.462379976,-0.25854449,0.114468528,0.317159837,0.197470186,0.891549891,0.056947737,0.049336086,0.05408595,1,0,1,11
0.455841435,-0.133023103,0.209912228,0.41280615,0.28753422,0.883375245,0.061874969,0.051628825,0.066099845,1,1,1,11
0.454160686,-0.225163083,0.165399718,0.284519208,0.243059836,0.905957777,0.059307768,0.060625512,0.050758586,1,1,1,11
0.426662816,-0.220484398,0.177410693,0.300033189,0.141853644,0.910025893,0.056373114,0.051244748,0.058802602,1,1,1,11
0.532396979,-0.222515972,0.153874138,0.437225491,0.214259367,0.905968681,0.066199603,0.056859311,0.062703475,1,1,1,11
0.499926489,-0.160882205,0.185219514,0.408780017,0.222586673,0.874196128,0.064690513,0.055195731,0.062665229,1,1,1,11
0.36372579,-0.185945938,0.228988827,0.396683836,0.278766736,0.841338057,0.05976447,0.053304677,0.061072323,1,1,0,11
0.519943998,-0.170511441,0.191520756,0.374909144,0.221962964,0.890342082,0.058223064,0.052277861,0.049425173,1,1,1,11
0.514282499,-0.283963532,0.238530129,0.382887343,0.046368305,0.923244968,0.06261058,0.052352119,0.057194555,1,1,1,11
0.596056035,-0.199484302,0.333666544,0.389601231,0.260138906,0.849750989,0.059188747,0.056685021,0.054773998,1,1,1,11
0.60192843,-0.100601135,0.250576927,0.396089633,0.24927926,0.881849508,0.061676123,0.057969497,0.058114589,1,1,1,11
0.498762085,-0.281313491,0.244619597,0.413093848,0.234637831,0.877807441,0.064331481,0.055268283,0.061182647,1,1,1,11
0.446702985,-0.221139345,0.390762851,0.452868964,0.307645478,0.912395376,0.070248534,0.068178932,0.066263465,1,0,1,11
0.489420937,-0.204847437,0.356986569,0.360376716,0.25488801,0.898289602,0.062793081,0.065510171,0.057936794,1,1,1,11
0.533851969,-0.133182003,0.277992748,0.280268012,0.162469385,0.852389071,0.051379528,0.049794338,0.043770246,1,1,1,11
0.411614277,-0.147684491,0.30058323,0.302411306,0.228492534,0.855429192,0.052421437,0.050625056,0.054275642,1,1,1,11
0.581512588,-0.193178445,0.281729752,0.406202782,0.239725139,0.938891345,0.063499241,0.053048198,0.063103005,1,1,1,11
0.554876421,-0.234898304,0.345952074,0.391032466,0.169722216,0.913495294,0.06235812,0.054646067,0.055215904,1,1,1,11
0.523372728,-0.233944029,0.349349832,0.359639549,0.172880323,0.889665912,0.060612728,0.054106513,0.058969333,1,1,1,11
0.60069869,-0.199977308,0.250841557,0.433277531,0.229856724,0.909197321,0.065230271,0.056489643,0.058787951,1,1,1,11
0.51348641,-0.141749732,0.204899302,0.399775822,0.265622485,0.855971972,0.060441365,0.0577269,0.051855664,1,1,1,11
0.395252018,-0.14517824,0.180156311,0.428404977,0.08787907,0.935657055,0.065023824,0.053902635,0.068471712,1,1,1,11
0.505692096,-0.171488692,0.193318187,0.373643067,0.241376726,0.895752139,0.057650524,0.052534805,0.05745829,1,1,1,11
0.554069946,-0.180292852,0.321812704,0.249553486,0.235351456,0.939349166,0.055045784,0.061543781,0.052679691,1,1,1,11
0.362755752,-0.128573281,0.243702563,0.38393897,0.274346273,0.874836071,0.057837539,0.055782058,0.056541912,1,1,0,11
0.490136559,-0.150825492,0.15240143,0.417998278,0.226196441,0.89123468,0.065134974,0.056316097,0.064819262,1,1,1,11
0.507892822,-0.268726246,0.236599614,0.373345847,0.252832959,0.907256454,0.063255249,0.058822843,0.060803721,1,1,1,11
0.527097805,-0.217492086,0.279862611,0.323245123,0.251740898,0.922586124,0.058332223,0.061708344,0.049416334,1,1,1,11
0.52590937,-0.180611058,0.172622276,0.376622282,0.288653793,0.858572714,0.060464302,0.062084394,0.059931256,1,1,1,11
0.456940133,-0.205327031,0.204398708,0.407840614,0.201275846,0.859338406,0.060135715,0.053190836,0.058742992,1,1,1,11
0.531101616,-0.286339599,0.190933607,0.420059367,0.226859998,0.878405771,0.063375294,0.053784074,0.054459652,1,1,1,11
0.554036528,-0.20272872,0.283803266,0.311153876,0.30172589,0.912946213,0.057244921,0.061622442,0.054809515,1,1,1,11
0.427125481,-0.168424546,0.23447896,0.344924782,0.150503339,0.911968264,0.058603467,0.054547817,0.050476084,1,1,1,11
0.532513351,-0.16778176,0.15181655,0.416079503,0.271330634,0.875293502,0.061763302,0.057487974,0.053700323,1,1,1,11
0.492708241,-0.159771366,0.259608487,0.231014037,0.207945074,0.878905376,0.053083967,0.057399211,0.047710455,1,1,1,11
0.466949045,-0.095589663,0.209021836,0.370518152,0.133760141,0.894558289,0.05929864,0.053464948,0.052467074,1,1,1,11
0.459844457,-0.121848209,0.368876818,0.271004847,0.196999868,0.940207125,0.052869875,0.054372866,0.048929976,1,0,1,11
0.541739112,-0.155524462,0.203677967,0.453959087,0.204781458,0.914926932,0.065034605,0.054092202,0.06884715,1,1,1,11
0.472701088,-0.192793558,0.158721853,0.406851647,0.201175918,0.93057482,0.062151268,0.057133698,0.051852877,1,1,1,11
0.536038136,-0.234993642,0.344284837,0.339382802,0.137312686,0.877879123,0.058060236,0.054964974,0.053933598,1,1,1,11
0.416205301,-0.144036554,0.279283286,0.398878723,0.189426933,0.850974817,0.058907633,0.053665013,0.050049645,1,1,1,11
0.550920821,-0.170293812,0.302004879,0.36216171,0.17411352,0.877197668,0.058808474,0.053336853,0.056816691,1,1,1,11
0.483408575,-0.227652694,0.260953588,0.372288145,0.258141798,0.90217167,0.061507452,0.06509949,0.053939859,1,1,1,11
0.55621331,-0.290396561,0.307797223,0.420530776,0.241354159,0.856253898,0.062462174,0.052845525,0.062299258,1,1,1,11
0.535960002,-0.245275485,0.303920995,0.396648277,0.241445984,0.925942978,0.064691423,0.059095652,0.064875556,1,1,1,11
0.487346138,-0.256884311,0.276351785,0.472633532,0.314577082,0.827217024,0.0668242,0.057945186,0.059134619,1,1,1,11
0.493888736,-0.20186683,0.270520767,0.437430099,0.168035242,0.892403845,0.064827072,0.054641012,0.062911439,1,1,1,11
0.480038412,-0.155424021,0.24846172,0.439921781,0.236293921,0.897100708,0.063841824,0.055868146,0.064338606,1,1,1,11
0.384938447,-0.096914665,0.309143825,0.482100584,0.282922714,0.849827319,0.069049053,0.062639257,0.068355539,1,1,1,11
0.509122831,-0.227585895,0.279151951,0.352789408,0.253675751,0.895212809,0.058806956,0.053709372,0.057337273,1,1,1,11
0.432730429,-0.199314135,0.304532926,0.404611678,0.168554076,0.887289929,0.059780206,0.051311597,0.063408297,1,1,1,11
0.577279893,-0.211438283,0.244812474,0.366901618,0.225865782,0.895973331,0.061181847,0.062957157,0.053681144,1,1,1,11
0.566309038,-0.233702449,0.274062008,0.457058446,0.097195246,0.885480062,0.066950792,0.054479209,0.059738608,1,1,1,11
0.522781769,-0.203920839,0.274276339,0.379896519,0.180985057,0.904951398,0.058675443,0.054110546,0.052124882,1,1,1,11
0.456456636,-0.257328086,0.196650429,0.46658835,0.207043121,0.935778217,0.066377693,0.054866543,0.064048046,1,1,1,11
0.478153991,-0.179790677,0.330403975,0.417788051,0.202106135,0.927931891,0.064523822,0.057762974,0.064899779,1,1,1,11
0.452217155,-0.231935326,0.15534642,0.37436466,0.180093106,0.919887701,0.059393381,0.049711189,0.053880291,1,1,1,11
0.465188136,-0.165056565,0.242589404,0.267645128,0.265246484,0.88877983,0.055543057,0.063512894,0.048218077,1,1,1,11
0.477221821,-0.246394149,0.178602958,0.366203028,0.278860378,0.906922496,0.059679622,0.056937862,0.054718747,1,1,1,11
0.408319674,-0.209388591,0.196153992,0.397274883,0.226162623,0.92610624,0.063367484,0.058388495,0.055091152,1,1,1,11
0.48129681,-0.173093748,0.199786342,0.273591014,0.220980272,0.942899303,0.056293014,0.059002654,0.056442596,1,1,1,11
0.457239654,-0.161736037,0.271404834,0.482920108,0.222097025,0.91026184,0.072249611,0.065969135,0.055975124,1,1,1,11
0.413804292,-0.189777689,0.133264836,0.383514828,0.243807557,0.879542364,0.061824889,0.056288601,0.065126313,1,1,1,11
0.530996107,-0.163117509,0.256895737,0.358313956,0.230538838,0.837362933,0.058235938,0.050096206,0.054518728,1,1,1,11
0.483533382,-0.172808921,0.236739559,0.267899172,0.265154643,0.936514897,0.053290701,0.056629244,0.0486492,1,1,1,11
0.501347939,-0.233451216,0.213299923,0.372813427,0.281391616,0.891801076,0.060395363,0.062562571,0.053496202,1,1,1,11
0.464517416,-0.191762566,0.225589605,0.44409235,0.174650261,0.853066625,0.062997143,0.051549869,0.060874802,1,1,1,11
0.569843962,-0.179185903,0.310631609,0.441039133,0.230672897,0.875329688,0.06392578,0.055049883,0.068934241,1,1,1,11
0.504298458,-0.31497596,0.239288992,0.336366484,0.252452733,0.889491326,0.05615905,0.052802855,0.051539688,0,1,1,11
0.539311687,-0.211984955,0.205696587,0.348573283,0.122671519,0.901992864,0.055974587,0.051117202,0.051442629,1,1,1,11
0.455347619,-0.236207229,0.302991658,0.416632102,0.210368771,0.895926905,0.063837675,0.054316465,0.060827776,1,1,1,11
0.505427823,-0.250795572,0.164657242,0.314065077,0.157207935,0.939245096,0.056531148,0.056451656,0.050215875,1,1,1,11
0.545269401,-0.188137572,0.293326899,0.408726244,0.162432818,0.931436689,0.063598033,0.061903707,0.056089381,1,1,1,11
0.530869552,-0.087234317,0.232037214,0.391743616,0.300621274,0.89657484,0.062502319,0.062582202,0.067912358,1,1,1,11
0.447117241,-0.211456184,0.078613493,0.286145648,0.146409898,0.889171622,0.052822391,0.049404354,0.055792242,1,0,1,11
0.530437096,-0.146671194,0.214144189,0.439069611,0.290306723,0.925259339,0.070537675,0.066429985,0.064339958,1,1,1,11
0.459764825,-0.247770716,0.20534159,0.37261886,0.325439749,0.898978204,0.063842225,0.067249291,0.060691325,1,1,1,11
0.52270217,-0.189353831,0.197355237,0.432622716,0.228787906,0.86257492,0.064055283,0.055048113,0.063355391,1,1,1,11
0.44158883,-0.197196148,0.33488819,0.407099703,0.194140001,0.922566146,0.062371615,0.059759306,0.061730597,1,1,1,11
0.528514667,-0.192032352,0.350457995,0.335466445,0.216616853,0.881639452,0.059513773,0.057982096,0.059695179,1,1,1,11
0.521321528,-0.219754385,0.207928235,0.342359411,0.209645036,0.879688755,0.055829268,0.053496822,0.052845912,1,1,1,11
